Group,Part Number,Known As,Description,Reco,Hold,Quar,RECOLEICS,HoldLeics,QuarLeics,Thorn,ExtLeics,MTS,Ryr,May,Apr,Mar,Feb,Jan,Dec,Nov,Oct,Sep,Aug,Jul,Jun,Min,Max,Range
CHRA,RCT20106CHRA,5440-988-0036-CHRA,5440-988-0036 CHRA,44,0,0,113,0,0,0,0,224,261,0,0,0,0,35,26,53,48,57,0,45,-3,150,300,
CHRA,RCT30163CHRA,775517-5002S-CHRA,775517-5002S CHRA,45,0,1,212,0,0,0,0,308,259,11,20,0,18,38,22,46,9,60,11,0,24,150,300,
VNT,RCT30163VNT,775517-5002S-VNT,775517 806291 VNT,7,0,0,60,0,0,0,0,0,258,-5,13,0,12,23,7,8,134,8,13,33,12,300,500,
KIT,1102-214-790,1102-214-790,Gasket GTB1449VZ Steel - C Section (Turbine Housing,0,0,0,0,0,0,0,0,0,250,0,50,0,0,200,0,0,0,0,0,0,0,50,100,
GASK,RCT50029GSK,49S35-05671-GSK,49S35-05671 Gasket Set,103,0,0,40,0,0,10,0,0,246,7,4,12,12,81,12,11,32,11,37,22,5,250,500,
TURB,RCT30210R,847671-5002S,VW Golf TDi 1.6LD 115HP 2012- Remanufactured Turbo,10,0,0,5,0,0,2,0,0,244,19,24,11,-6,17,3,18,40,31,32,30,25,5,10,REMAN
CHRA,RCT30210CHRA,847671-5002S-CHRA,847671-5002S CHRA,19,0,0,87,0,0,0,168,0,243,24,8,2,2,6,11,46,62,38,13,27,4,90,180,
ACTPART,SMALLMOTOR,SMALLMOTOR-C,(C) Small motor for electronic actuator,58,0,0,250,0,0,0,0,0,242,12,27,34,32,10,14,15,36,34,13,15,0,150,300,
VNT,RCT30068VNT,724930-5012S-VNT,724930 758219 717858 801891 751851 VNT,25,0,0,20,0,0,0,0,0,240,1,7,10,6,16,33,13,24,19,21,48,42,150,300,
PACK,PALLET WRAP,PALLET WRAP,PALLET WRAP 400x150mm 20/34micron,26,0,0,14,0,0,0,0,0,236,4,9,13,18,27,11,20,29,28,18,29,30,20,60,
TURB,RCT20127R,5438-988-0013,Vauxhall 1.6d CDTi 140hp 2011> Remanufactured Turbo B16DTH,15,0,0,2,0,0,3,0,0,236,10,10,18,-3,13,13,12,37,24,18,33,51,5,10,REMAN
PACK,433910,LARGE RECO,Cepac Large Reco Blue/Black 410x355x320,814,0,0,0,0,0,0,0,0,235,0,2,22,56,29,50,8,58,10,0,0,0,170,360,
CHRA,RCT20104CHRA,5439-988-0136 CHRA,5439-988-0136 -0086 -0094 -0098 -0114 CHRA,37,0,0,63,0,0,0,0,0,233,15,0,0,-9,23,23,35,34,51,15,30,16,135,270,
TURB,RCT30190R,795637-5001S,Renault Master DCI 125 2.3LD 123HP 2010- OilCool Reman Turbo,18,0,0,25,0,0,6,0,0,230,1,4,6,2,18,19,43,31,13,28,27,38,7,15,REMAN
CHRA,RCT30248CHRA,819872-5001S-CHRA,819872-5001S CHRA,29,0,1,90,0,0,0,224,96,230,33,0,0,9,40,3,47,19,8,51,17,3,60,120,
TURB,RCT20110R,5435-988-0027,Alfa Fiat Vauxhall 1.3d 95hp 2009> Remanufactured Turbo,21,1,1,80,0,0,2,0,0,226,2,-1,0,0,17,15,25,28,30,32,38,40,5,10,REMAN
ACT,RCT30244ACT,838417-5003S-ACT,838417-5003S ACTUATOR,44,0,0,56,0,0,0,0,600,223,0,8,0,0,37,9,2,-1,64,38,33,33,150,300,
CHRA,RCT50017CHRA,49373-02013 CHRA,49373-02013 CHRA,30,0,1,98,0,0,0,0,252,223,0,0,0,0,0,0,0,68,0,15,81,59,225,450,
CHRA,RCT30240CHRA,798128-5006S-CHRA,798128-5006S CHRA,20,0,0,89,0,0,0,0,0,221,0,0,0,11,20,0,18,42,17,49,23,41,90,180,
GASK,RCT30240GSK,798128-5006S-GSK,798128-5006S Gasket Set,132,0,0,25,0,0,10,0,0,219,2,0,0,7,37,8,18,37,18,29,34,29,250,500,
TURB,RCT20076BNU-ZC,5438-988-0006-BNU-ZC,Mercedes Nissan Renault 1.5d 107-110hp 2009> New ZC Turbo,7,1,0,40,73,0,6,340,72,215,5,12,8,3,13,7,10,20,15,16,19,87,5,10,BNU-ZC
CHRA,RCT20127CHRA,5438-988-0013-CHRA,5438-988-0013 -0009 -0016 -0022 CHRA,18,0,0,54,0,0,0,0,126,215,17,1,0,0,10,25,44,20,25,18,22,33,75,150,
CHRA,RCT50031CHRA,49S35-05895 CHRA,49S35-05895 CHRA,35,0,0,118,0,0,0,0,112,212,5,0,0,14,10,3,41,10,36,17,16,60,115,230,
TURB,RCT20103R,5439-988-0127,Dacia Renault 1.5d 95-110hp 2009> Remanufactured Turbo,14,0,0,6,0,0,2,0,0,211,3,5,8,-8,9,9,24,35,27,24,41,34,5,10,REMAN
ACT,RCT30240ACT,798128-5006S-ACT,798128-5006S (G77) ACTUATOR,18,0,3,210,0,0,0,0,270,210,0,0,0,8,21,0,18,42,19,41,23,38,80,160,
VNT,1102-414-839,1102-414-839,VNT 850840/ 850841,4,0,0,0,0,0,0,0,0,210,0,8,0,-2,0,52,31,50,19,31,16,5,0,0,
GASK,RCT30140GSK,765155-5008S-GSK,765155-5008S Gasket Set,182,0,0,44,0,0,10,0,0,207,7,0,4,1,97,13,16,21,8,9,9,22,25,50,
TURB,RCT30179R,786137-5003S,Vauxhall Insignia CDTI 2.0LD 158HP 2009- Remanufacture Turbo,11,2,0,11,5,0,3,0,0,202,2,3,8,3,15,12,17,28,15,32,30,37,5,10,REMAN
WSCONS,PU COATED GLOVES XL PAIRS,PU COATED GLOVES XL PAIRS,PU COATED GLOVES XL PAIRS BLACK & GREY Pair(2pieces),0,0,0,0,0,0,0,0,0,200,0,0,0,194,0,0,0,6,0,0,0,0,1,200,
ACTPART,HELLA_PLUG_A,HELLA_A,Hella Actuator Repair Plug A (Smart),60,0,0,376,0,0,0,0,0,200,10,10,10,10,40,14,27,9,6,40,6,18,75,150,
PACK,303344,303344,Cepac Extra Large Plain Twin 730x575x500,219,0,0,0,0,0,0,0,0,196,0,4,12,16,7,0,12,15,78,0,0,52,40,360,
BSK,RCT30182BSK,787556-5022S-BSK,787556 786880 BASKET FOR VNT,169,0,0,480,0,0,0,0,0,195,0,0,2,21,3,4,8,15,0,26,35,81,600,1200,
TURB,RCT30203R,806291-5003S,Citroen C4/C5  Peugeot HDi  Volvo S40/V50 1.6L Reman Turbo,25,0,0,6,0,0,3,0,0,194,8,8,4,-6,13,6,7,35,39,20,34,26,5,10,REMAN
VNT,RCT20148VNT,5303-988-0521-VNT,5303-988-0521 VNT,41,0,0,266,0,0,0,0,0,193,2,16,4,0,15,22,32,14,34,10,31,13,25,50,
KIT,1102-412-790,1102-412-790,Gasket GTD1244VZ Inconel - C Section (Turbine Housi,0,0,0,0,0,0,0,0,0,193,0,0,0,0,30,0,0,50,113,0,0,0,50,100,
CHRA,RCT30068CHRA,724930-5012S CHRA,724930-5012S 756062 CHRA,17,0,0,84,0,0,0,0,126,190,2,3,-2,8,12,19,38,6,1,11,41,51,150,300,
GASK,RCT30106GSK,753420-5006S-GSK,753420-5006S Gasket Set,179,0,0,34,0,0,10,0,0,189,17,-1,-1,11,-40,17,64,33,19,27,14,29,400,800,
GASK,1900-100-589,1900-100-589,Gasket Kit - 49373-02013 784011 806291,8,0,0,5,0,0,2,0,0,189,0,0,0,0,13,0,0,0,24,75,77,0,0,10,
GASK,RCT50015GSK,49335-00644-GASK,49335-00644-00585 Gasket Set,328,0,0,317,0,0,10,0,0,189,2,0,-1,5,47,29,15,33,1,1,47,10,250,500,
MISC,CARRIAGE,DELIVERY CHARGE,DELIVERY CARRIAGE CHARGE,0,0,0,0,0,0,0,0,0,188,12,20,26,13,8,7,13,14,16,27,20,12,0,0,
TURB,RCT30189R,794097-5003S,KIA/Hyundai CRDI 1.7d 113hp 2010> -5002/3S Reman Turbo,8,0,0,5,0,0,1,0,0,188,5,13,11,0,10,11,11,19,35,23,23,27,5,10,REMAN
TURB,RCT30214R,821943-5002S,Vauxhall Renault 1.6d 118-158hp 2014> HP SIDE Reman Turbo,1,0,0,3,0,0,3,0,0,188,12,9,20,-4,3,5,7,32,29,24,30,21,5,10,REMAN
VNT,RCT20040VNT,5303-988-0205-VNT,5303-988-0205 -0190 -0144 -0145 VNT,34,0,0,140,0,0,0,0,0,187,0,13,4,11,19,7,23,36,30,14,23,7,100,200,
GASK,RCT20040GSK,5303-988-0205-GSK,5303-988-0205 GASKET SET,94,0,0,25,0,0,10,0,0,185,0,6,8,0,61,15,17,34,16,10,15,3,250,500,
TURB,RCT30240R,798128-5006S,Citroen Peugeot Fiat 2.2d 131-150hp 2011> Reman Turbo,10,1,0,1,0,0,2,0,0,185,8,11,9,1,5,12,2,26,26,28,34,23,5,10,REMAN
WARR,WARRANTY,WARR,POSSIBLE WARRANTY AGAINST,0,0,0,0,0,0,0,0,0,184,-1,55,27,30,-12,6,34,12,0,17,8,8,0,0,
TURB,RCT30287R,822088-5007S,Fiat Punto 1.3d JTD 97hp Remanufactured Turbocharger,8,0,0,3,0,0,3,0,0,183,4,7,18,17,11,5,7,30,14,20,29,21,7,15,REMAN
WSCONS,SELLOTAPE 48MM X 66M,SELLOTAPE 48MM X 66M,SELLOTAPE 48MM X 66M,36,0,0,8,0,0,12,0,0,181,0,36,26,26,3,11,17,12,13,15,5,17,2,14,
VNT,RCT20095VNT,5439-988-0071-VNT,5439-988-0071 -0058 VNT,0,0,21,0,0,0,0,0,0,180,0,0,0,19,18,9,18,36,16,20,14,30,125,250,
KIT,1102-017-795,1102-017-795,Gasket GTB Steel Turbine Housing (OD 119mm) Turbo 760,1,0,0,0,0,0,0,0,0,180,0,50,0,100,0,0,30,0,0,0,0,0,50,200,
VNT,RCT20106VNT,5440-988-0036-VNT,5440-988-0036 -0026 VNT,20,0,0,150,0,0,0,0,0,178,0,0,2,24,33,12,31,28,17,4,26,1,300,600,
GASK,RCT30190GSK,795637-5001S-GSK,795637 786997 Gasket Set,243,0,0,289,0,0,10,0,0,178,0,0,1,0,43,2,32,19,0,21,48,12,250,500,
TURB,RCT50031R,49S35-05895,BMW 2.0d 175hp 2007> Remanufactured Turbo,12,1,0,3,0,0,5,0,0,178,0,9,5,2,15,5,16,23,18,32,31,22,5,10,REMAN
WSCONS,WHITE M-TORK PAPER ROLL,WHITE M-TORK PAPER ROLL,WHITE M-TORK PAPER ROLL,20,1,0,19,0,0,0,0,0,177,9,9,6,10,10,11,7,12,16,57,6,24,8,45,
CH,RCT30244CH,838417-5003-CH,838417-5003S-Compressor Housing,56,0,0,192,0,0,0,0,677,174,9,6,10,9,32,14,15,38,20,11,6,4,150,270,
TURB,RCT30364R,850841-5007S,Ford Transit 2.0d 105-182hp 2019> Remanufactured Turbo,1,1,0,3,0,0,1,0,0,173,21,19,16,26,19,15,16,12,14,4,5,6,15,25,REMAN
TURB,RCT30068R,724930-5012S,VAG Mitsubishi 2.0d 136-140hp 2003> Reman Turbo,25,0,0,17,0,0,6,0,0,170,1,3,1,-5,10,9,17,25,21,26,29,33,5,10,REMAN
GASK,RCT30086GSK,738123-5005S-GSK,738123-5005S-751768-5005S- GASKET SET,334,0,0,0,0,0,0,0,0,169,0,0,2,0,119,0,19,19,0,0,0,10,60,120,
WSCONS,3M 76634 777F ROLOC CLOTH DISC 75MM,3M 76634 777F Roloc Cloth,3M 76634 777F Roloc Cloth Disc 75mm P60,50,0,0,0,50,0,0,0,0,168,0,0,0,50,83,0,10,2,13,0,10,0,10,50,
WSCONS,GBBOL24-12,GBBOL24-12 Glass Bead,GBBOL24-12 Glass Bead 25KG/BAG,23,0,0,5,0,0,0,0,0,168,11,15,18,11,28,37,0,0,17,2,13,16,15,40,
TH,RCT30175TH,781504-5007S-TH,781504 TURBINE HOUSING,20,0,0,84,0,0,0,0,496,166,0,0,0,0,0,0,0,1,1,2,88,74,110,220,
TURB,RCT30230R,821942-5011S,Vauxhall Renault 1.6d 118-138hp 2014> LP SIDE Reman Turbo,9,0,0,2,0,0,3,0,0,163,10,8,19,-5,2,6,2,25,21,19,29,27,5,10,REMAN
GASK,RCT40031GSK,VV19-GSK,VV19 GASKET SET,238,0,0,38,0,0,10,0,0,161,1,4,12,8,43,15,17,19,15,17,6,4,250,500,
ACTPART,LARGEMOTOR,LARGEMOTOR-B,(B) Large Motor for electronic actuator,64,0,0,72,0,0,0,0,0,157,12,0,0,10,12,19,21,20,25,15,10,13,125,250,
GASK,1900-100-612,1900-100-612,Gasket Kit - 1000-988-0074 5304-988-0086,0,0,0,0,0,0,2,0,0,157,0,23,49,21,30,18,2,12,2,0,0,0,0,10,
GASK,RCT20075GSK,5435-988-0047-GSK,5435-988-0047 767378 49S35-05895 Gasket Set,351,0,0,1498,0,0,10,0,0,156,3,5,3,26,26,13,58,6,45,34,45,-108,250,500,
CHRA,RCT20040CHRA,5303-988-0205 CHRA,5303-988-0205 CHRA,35,0,0,173,1,0,0,0,0,155,4,2,6,0,13,13,32,11,29,15,22,8,100,200,
ACT,RCT30140ACT,765155-5008S-ACT,765155 761154 777318 (G277) ACTUATOR DNS,12,0,1,25,0,0,0,0,0,155,12,8,5,0,10,15,27,25,15,10,15,13,130,260,
CHRA,RCT30363CHRA,850840-5007S-CHRA,850840-5007S CHRA,0,0,0,0,0,0,0,0,0,155,0,1,-1,0,20,24,17,14,50,30,0,0,2,5,
GASK,RCT30230GSK,821942-5011S-GSK,821942-5011S Gasket Set,93,0,0,30,0,0,10,0,0,152,0,19,4,3,47,2,8,11,11,4,14,29,125,250,
WSCONS,DOUBLE TT MAINTENANCE SPRAY,MAINTENANCESPRAY,DOUBLE TT MAINTENANCE SPRAY 650ML,0,0,0,0,0,0,0,0,0,151,22,0,61,0,1,0,0,0,47,20,0,0,200,400,
TURB,RCT50008R,49173-07508,Cit Ford Peugeot Volvo 1.6d 75-90hp 2004> Reman Turbo,19,0,0,63,0,0,5,0,0,151,1,3,-2,-5,2,14,7,20,30,16,40,25,5,10,REMAN
CHRA,RCT30175CHRA,781504-5007S-CHRA,781504-5007S CHRA,48,0,0,172,0,0,0,0,280,150,0,0,0,0,0,0,0,0,0,16,61,73,100,200,
PIPE,RCT30180FP,786880-5021S-FP,786880-5021S OIL FEED PIPE,47,0,0,6,0,0,10,0,0,149,10,13,13,11,18,15,39,9,-3,13,11,0,25,50,
ACTPART,RCT30163POS,775517-5002S-POS,POS SENSOR (775517 803955),128,0,0,150,0,0,0,0,0,149,10,10,6,0,9,0,38,20,18,11,15,12,30,60,
GASK,GASKET,GASKET,Chargeable Gasket Set,852,0,0,0,0,0,0,0,0,146,7,10,14,16,16,8,30,15,9,7,10,4,0,0,
TURB,RCT50024R,49477-01214,JLR Freelander/Evoque/XF 2.2L 09-13 Remanufactured Turbo,19,8,0,19,1,0,4,0,0,145,0,-2,0,-4,9,4,12,20,12,40,37,17,2,5,REMAN
ACT,RCT30210ACT,847671-5002S-ACT,847671-5002S 821866 ACTUATOR DNS,21,0,0,31,0,0,0,0,88,140,2,5,1,1,3,8,44,14,29,15,11,7,110,220,
TURB,RCT50102R,49335-01700,Mitsubishi L200 Triton 2.5d 152-178hp 2014> Reman Turbo,7,0,0,2,0,0,3,0,0,139,4,14,4,3,11,7,11,35,21,16,6,7,7,15,REMAN
TURB,RCT50125R,49172-03100,Citroen Peugeot 1.5d 75hp 2018> Remanufactured Turbo,4,0,0,4,0,0,4,0,0,138,5,19,8,6,7,7,10,19,20,17,11,9,5,10,REMAN
TURB,RCT20040R,5303-988-0205,VW 2.0D 140PS 2006-2008 Remanufactured Turbo,4,0,0,5,0,0,5,0,0,138,7,4,8,0,11,8,3,20,14,22,16,25,5,10,REMAN
TURB,RCT20148BNU,5303-988-0521-BNU,Peugeot Citroen 2.0 HDi 129hp 2013> New Turbo,15,1,0,47,28,0,5,0,256,138,4,4,22,22,15,14,6,-2,4,13,19,17,10,20,BNU
ACTPART,MOTOR-D,MOTOR-D,(D) Motor for electronic Actuator,121,0,0,0,0,0,0,0,0,137,27,59,32,0,17,0,3,14,1,0,0,-16,40,80,
TURB,RCT30254R,821042-5010S,Renault Dacia Nissan 1.2p 130hp 2012> Remanufactured Turbo,16,0,0,9,0,0,3,0,0,137,0,4,3,-2,6,10,8,17,23,28,20,20,5,10,REMAN
TURB,RCT50027R,49S31-05403,Ford Transit 2.4d 100-140hp 2006-2013 Remanufactured Turbo,25,0,0,25,0,0,4,0,0,137,1,2,2,-6,8,1,-9,25,24,30,27,32,5,10,REMAN
WSCONS,M5X0.8MM HELICOIL THREAD INSERTS,M5X0.8MM HELICOIL THREAD,M5X0.8MM HELICOIL THREAD INSERTS 25PIECE CT3058,276,0,0,0,0,0,0,0,0,134,0,0,0,20,80,0,26,7,0,0,0,1,1,5,
GASK,RCT40068GSK,9VB02-GSK,9VB01-9VB02 - GASKET SET,15,0,0,0,0,0,0,0,0,132,1,4,2,6,1,-1,15,13,10,67,10,4,50,100,
TURB,RCT50060BNU-ZC,49172-03000-BNU-ZC,Ford PSA Vauxhall 1.6 HDi 100hp 2015> New ZC Turbo,5,4,0,21,37,0,0,0,205,131,6,8,2,0,8,3,8,9,11,11,26,39,1,3,BNU-ZC
GASK,RCT30126GSK,760698-5005S-GSK,760698-5005S Gasket Set,371,0,0,41,0,0,10,0,0,131,2,4,0,3,57,9,6,9,7,15,13,6,50,100,
CHRA,1102-414-901,1102-414-901,CHRA (838417-5003S),6,0,0,0,0,0,0,0,0,131,0,0,1,0,0,0,0,1,0,0,11,118,0,0,
CHRA,1102-014-901,1102-014-901,CHRA (781504-BMN),11,0,0,0,0,0,0,0,0,130,0,0,0,0,0,-3,45,26,15,46,0,1,0,0,
TURB,RCT30252BNU-ZC,838452-5003S-BNU-ZC,Ford Transit 2.0 LD New ZC Turbo,29,0,0,31,0,0,6,0,0,130,3,6,6,-1,10,3,11,22,16,9,20,25,3,6,BNU-ZC
CHRA,RCT30287CHRA,822088-5007S-CHRA,822088-5007S CHRA,1,0,1,45,1,0,0,0,224,129,28,19,32,11,7,18,10,-2,2,4,0,0,90,180,
TURB,RCT30129R,760774-5005S,Ford/Volvo 2.0d 110-140hp 2004> Remanufactured Turbo,12,0,0,14,0,0,4,0,0,129,1,6,2,-10,1,-2,-1,39,15,25,29,24,2,5,REMAN
WSCONS,SUPER CRACK,SUPER CRACK,SUPER CRACK,25,0,0,0,0,0,0,0,0,129,1,11,6,11,12,0,0,19,6,4,10,49,12,48,
GASK,1900-100-679,1900-100-679,Gasket Set 794097,13,0,0,0,0,0,0,0,0,127,6,1,14,10,27,2,21,17,29,0,0,0,0,0,
ACT,RCT50060ACT,49172-03000-ACT,49172-03000 ACTUATOR,18,0,0,61,0,0,0,0,0,126,1,1,0,3,26,24,22,27,5,9,8,0,150,300,
WSCONS,MIL4932430873,TX15 x 25 BITS,MILWAUKEE TX15 x 25 BITS INDIVIDUAL,175,0,0,25,0,0,0,0,0,125,0,25,50,0,0,0,0,25,0,25,0,0,25,100,
TURB,RCT20075R,5435-988-0047,BMW Mini 1.6d 110hp 2010> Remanufactured Turbo,13,0,0,12,0,0,2,0,0,125,2,11,6,-3,6,17,2,20,10,26,18,10,5,10,REMAN
TURB,RCT20106BNU-ZC,5440-988-0036-BNU-ZC,VW Audi Seat Skoda 2.0d 100-140hp 2004> New ZC Turbo,11,0,0,18,39,0,3,0,254,125,4,6,2,1,4,6,9,9,10,6,27,41,2,1,BNU-ZC
GASK,RCT30214GSK,821943-5002S-GSK,821943-5002S Gasket Set,87,0,0,75,0,0,10,0,0,124,0,28,2,9,20,0,9,1,0,0,27,28,125,250,
VNT,RCT50029VNT,49S35-05671-VNT,49S35-05671 49335-01003 -01014 -01122 VNT,12,0,0,55,0,0,0,0,0,123,1,0,0,10,12,9,16,19,9,21,15,11,100,200,
GASK,RCT30334GSK,822182-5008S-GSK,822182-5008S-GASKET SET,22,0,0,10,0,0,5,0,0,122,0,34,8,20,7,22,10,9,3,0,8,1,30,60,
ACT,RCT20091ACT,5439-988-0054-ACT,5439-988-0054 -0071 -0072 -0048  ACTUATOR,24,0,0,55,0,0,0,0,0,119,3,1,2,13,15,4,20,16,17,8,9,11,65,150,
VNT,RCT20041VNT,5303-988-0207-VNT,5303-988-0207 VNT,25,0,0,85,0,0,0,0,0,118,0,0,0,-6,9,12,22,7,10,25,33,6,50,100,
TURB,RCT30264R,825759-5002S,Nissan Vauxhall Renault 2.3d 134-161hp 2014> HP Reman Turbo,4,0,0,4,0,0,1,0,0,118,6,7,5,6,5,14,20,13,10,12,13,7,5,10,REMAN
GASK,RCT30179GSK,786137-5003S-GSK,786137-5003S Gasket Set,70,0,0,28,0,0,10,0,0,117,0,4,5,1,31,2,3,4,2,14,31,20,250,500,
TURB,RCT20132R,1635-988-0029,Renault Merc Nissan 1.5d 110hp 2014> Reman Turbo,7,0,0,16,5,0,2,0,0,117,3,2,4,-2,12,0,7,19,9,20,28,15,7,15,REMAN
GASK,RCT30254GSK,821042-5010S-GSK,821042-5010S-GASKET SET,43,0,0,84,0,0,5,0,0,116,0,6,-1,2,28,1,18,14,3,5,24,16,60,120,
TURB,RCT50026R,49S31-05313,Ford Transit 2.2d 85-115hp 2006> Remanufactured Turbo,26,0,0,24,0,0,3,0,0,116,-1,12,1,-17,3,1,-1,20,19,27,17,35,2,5,REMAN
TURB,RCT30384R,853603-5001S,Citroen Peugeot 1.5d 130hp 2017> Remanufactured Turbo,20,0,0,8,0,0,2,0,0,115,4,16,5,9,15,1,14,10,19,14,0,8,5,10,REMAN
WSCONS,SS230-12,Steel Shot,Steel Shot (25kg bag),30,0,0,0,0,0,0,0,0,114,-4,11,7,6,25,47,1,-21,9,12,14,7,15,65,
TURB,RCT30334R,822182-5008S,Ford Ranger 3.2d 200hp 2016> Remanufactured Turbocharger,8,0,0,5,0,0,2,0,0,114,-1,10,12,16,12,8,13,9,8,12,9,6,7,15,REMAN
CH,1102-012-804,1102-012-804,CH 810356,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,12,18,10,16,19,16,23,0,0,
GASK,RCT20103GSK,5439-988-0127-GSK,5439-988-0127 GASKET SET,128,0,0,40,0,0,10,0,0,112,10,1,5,1,18,-1,1,5,33,11,8,20,0,0,
TURB,RCT30200R,803955-5005S,VW Crafter TDI 109 2.0d 108hp 2011> Remanufactured Turbo,5,0,0,4,0,0,3,0,0,111,4,5,6,0,1,4,3,16,19,20,20,13,2,5,REMAN
GASK,RCT30129GSK,760774-5005S-GSK,760774-5005S Gasket Set,128,0,0,43,0,0,10,0,0,111,2,4,4,4,22,-1,13,4,10,7,27,15,250,500,
TURB,RCT30215R,825246-5002S,Vauxhall Corsa D 1.3 CDTi Remanufactured Turbo,11,0,0,12,0,0,3,0,0,109,1,5,3,-8,4,3,13,16,22,24,11,15,2,5,REMAN
CHRA,RCT20096CHRA,5439-988-0072-CHRA,5439-988-0072 CHRA,31,0,0,108,0,0,0,0,0,109,2,0,3,11,10,6,18,15,11,9,8,16,65,130,
CHRA,1102-420-901,1102-420-901,CHRA 822182 889939,0,0,0,0,0,0,0,0,0,109,0,0,4,24,9,15,10,10,8,14,9,6,0,0,
CHRA,RCT30272CHRA,819976-5021S-CHRA,819976-5021S CHRA,32,0,0,30,0,0,0,0,0,108,2,17,6,3,5,18,13,24,8,5,7,0,12,25,
TURB,RCT30285R,824168-5002S,Hyundai Kia 1.7d 114-116hp 2015> Remanufactured Turbocharger,12,0,0,2,0,0,2,0,0,107,7,11,14,6,6,8,11,10,6,7,12,9,4,8,REMAN
CHRA,RCT30203CHRA,806291-5003S-CHRA,806291-5003S CHRA,30,0,0,178,0,0,0,0,192,106,0,0,0,-1,23,0,40,10,6,22,0,6,110,220,
GASK,RCT20140GSK,1633-970-0024-GSK,1633-970-0024 -0037 GASKET SET,164,0,0,18,0,0,10,0,0,106,6,2,3,5,39,4,26,5,8,6,2,0,75,150,
WSCONS,100X50 THERMAL LABELS,100X50 THERMAL LABELS,100X50 DIRECT THERMAL LABELS(1000/Roll),33,0,0,12,0,0,0,0,0,106,2,5,7,5,26,3,9,5,7,5,21,11,5,20,
AGPARTS,1102-410-400,1102-410-400,Compressor Wheel (MFS) GTD1036VZ (Turbo 822088-0007),0,0,0,0,0,0,0,0,0,105,26,0,30,16,13,14,6,0,0,0,0,0,0,1,
TURB,RCT30272R,819976-5021S,BMW 2.0d 150-190hp 2014> Remanufactured Turbocharger,13,0,0,3,0,0,3,0,0,105,5,6,7,2,7,10,14,15,7,12,9,11,2,5,REMAN
CHRA,RCT30215CHRA,825246-5002S-CHRA,825246-5002S CHRA,19,0,0,64,0,16,0,0,0,104,0,0,0,0,0,0,1,33,28,20,22,0,75,150,
VNT,1401-635-832,1401-635-832,Nozzle Ring Assembly TF035 (Turbo 49135-05895),0,0,0,0,0,0,0,0,0,104,3,0,0,12,8,-2,29,4,15,0,-1,36,0,0,
WSCONS,MRK-96674,Markal Security Check,Markal Security Check- Orange,32,0,0,4,0,0,0,0,0,102,4,8,13,15,4,5,7,8,8,9,17,4,12,60,
ACTPART,RCTWGSML,WORMGEAR-C,(C) WORM GEAR FOR USE WITH MOTOR C,209,0,0,0,0,0,0,0,0,102,0,20,0,0,0,0,1,0,0,12,0,69,50,100,
VNT,RCT50015VNT,49335-00644/00585-VNT,49335-00644/00585 SMALL ID (38.3mm) VNT,15,0,0,72,0,0,0,0,0,101,0,-5,0,13,17,11,1,6,19,17,22,0,90,180,
TURB,RCT20041R,5303-988-0207,VW Passat TDI 170 2.0LD 2008- Flanged Face Reman Turbo,10,0,0,8,0,0,2,0,0,101,4,2,2,-3,8,8,13,14,11,10,19,13,2,5,REMAN
CHRA,RCT30214CHRA,821943-5002S-CHRA,821943-5002S CHRA,14,0,1,23,0,0,0,0,197,101,0,15,0,9,16,0,6,0,0,0,19,36,75,150,
VNT,RCT30106VNT,753420-5006S-VNT,753420-5006S VNT,62,0,0,54,0,0,0,0,0,101,0,0,2,75,24,0,0,0,0,0,0,0,100,200,
CHRA,RCT30189CHRA,794097-5002/3S-CHRA,794097-5002/3S (113hp) CHRA,1,0,0,0,0,0,0,0,0,100,0,-1,0,0,1,-1,25,20,29,26,1,0,60,120,
WSCONS,NITRILE GLOVES-ORANGE SMALL SIZE,NITRILE GLOVES ORANGE SMA,NITRILE GLOVES SMALL SIZE,0,0,0,250,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,10,100,
WSCONS,EXHAUST PASTE,EXHAUST PASTE,EXHAUST PASTE 0890100040,12,0,0,4,0,0,0,0,0,100,4,5,8,4,9,7,13,10,10,12,14,4,3,12,
AGPARTS,1102-012-160,1102-012-160,Piston Ring GT12 (Turbine/ Comp End),0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,
ACT,RCT50017ACT,49373-02013-ACT,49373-02013 ACTUATOR,23,0,0,83,0,0,0,0,0,100,0,0,0,0,0,19,19,23,0,19,0,20,125,250,
TURB,RCT70001R,11002000,Audi VW Skoda Seat 2.0d 136-150hp 2012> Remanufactured Turbo,20,0,0,7,0,0,2,0,0,99,6,2,8,4,11,3,11,16,6,10,13,9,4,8,REMAN
TURB,RCT30265R,825758-5003S,Nissan Vauxhall Renault 2.3d 134-161hp 2014> LP Reman Turbo,0,0,0,1,0,0,1,0,0,99,8,8,8,9,6,9,12,10,7,8,8,6,5,10,REMAN
TURB,RCT30319R,845275-5001S,Ford EcoBlue 1.5d 94-123Kw 2018> Remanufactured Turbo,0,0,0,0,0,0,0,0,0,99,8,10,17,8,8,5,9,16,8,5,1,4,5,10,REMAN
VNT,RCT30129VNT,760774-5005S-VNT,760774-5005S VNT,24,0,0,35,0,0,0,0,0,99,0,2,3,52,3,1,9,2,6,7,10,4,50,100,
